Prezzo,Locali,Superficie,Bagni,Piano
285000,2,87,1,4
220000,2,50,1,1
420000,4,122,2,3
145000,3,78,1,1
269000,3,85,1,4
189000,2,73,1,-1
438000,4,109,2,4
1390000,6,344,4,50
350000,3,105,2,2
138000,1,37,1,0
125000,3,56,1,3
319000,4,103,1,2
180000,2,98,1,6
350000,3,70,1,1
880000,5,150,3,3
830000,5,170,2,0.5
170000,2,50,1,1
160000,2,71,1,6
1350000,4,140,3,4
145000,1,35,1,2
180000,4,120,2,7
219000,2,85,1,50
300000,3,105,1,7
1590000,4,226,3,1
950000,6,160,3,4
470000,3,1.510,2,-1
1100000,6,250,2,1
379000,5,145,2,4
305000,3,100,1,7
469000,3,140,2,4
200000,1,50,1,3
330000,3,105,1,1
125000,1,45,1,2
490000,4,125,2,5
229000,4,100,3,0.5
139000,2,60,2,0
270000,2,60,1,2
995000,5,195,2,4
595000,4,140,3,50
149000,1,40,1,3
229000,4,110,1,1
690000,3,140,2,2
279000,2,60,1,1
3500000,6,334,4,4
105000,3,86,2,0.5
179000,1,35,1,5
160000,3,70,1,3
330000,2,70,1,1
209000,2,55,1,4
360000,3,82,2,1
445000,5,152,2,4
175000,2,46,1,3
230000,3,104,1,4
400000,5,127,2,50
355000,3,75,1,50
590000,6,160,3,50
145000,2,70,1,3
280000,3,80,2,50
239000,2,75,1,0
550000,6,190,2,3
320000,3,80,2,50
229000,3,95,1,0
195000,3,92,1,0
340000,4,115,2,4
149000,2,66,1,3
289000,3,130,1,-1
160000,4,110,1,1
430000,3,145,2,6
950000,4,135,2,50
199000,3,86,1,2
900000,5,178,2,0
270000,3,99,1,2
195000,3,90,2,50
520000,5,163,2,50
929000,5,195,2,3
830000,6,190,2,0.5
185000,2,65,1,1
620000,3,80,2,4
1150000,4,130,2,3
620000,5,110,2,2
390000,6,140,2,1
418000,4,100,2,1
495000,6,189,3,0.5
390000,4,150,3,50
360000,3,80,1,2
395000,4,145,2,1
368000,4,137,2,4
295000,4,301,2,0
294066,4,146,1,2
390000,4,110,1,5
439000,3,142,2,1
415000,5,110,1,1
495000,4,105,2,1
475000,3,93,2,3
279000,3,86,1,3
365000,4,100,2,50
310000,2,46,1,3
230000,2,85,1,3
199000,2,63,1,1
235000,3,133,2,3
170000,2,61,1,4
225000,5,120,2,3
470000,2,70,1,3
158000,3,68,1,0
479000,4,140,2,2
130000,3,70,1,50
399000,3,110,1,2
720000,6,168,2,0.5
175000,4,70,1,2
365000,4,126,2,4
350000,3,85,1,3
270000,3,83,1,3
165000,3,81,1,2
265000,3,100,2,4
445000,6,150,2,0
750000,3,100,1,5
185000,5,80,1,2
289000,5,120,1,50
145000,1,25,1,0
2200000,5,200,2,50
119000,2,25,1,0.5
149000,2,50,1,50
240000,3,75,2,0
425000,4,128,2,1
249000,4,100,2,2
159000,3,65,1,1
280000,2,80,1,2
1200000,5,255,4,10
359000,4,120,2,1
1860000,6,360,4,4
315000,3,80,1,2
215000,3,42,1,0
165000,3,56,1,2
439000,6,178,2,5
229000,4,127,2,1
670000,5,150,2,50
130000,3,75,1,2
225000,1,47,1,2
2100000,5,300,4,2
690000,5,130,1,3
195000,3,69,1,1
119000,3,95,1,1
1323000,6,284,3,2
65000,2,57,1,1
395000,3,120,2,3
160000,2,49,1,1
165000,3,95,1,1
215000,3,165,2,1
215000,3,85,1,0.5
119000,1,35,1,0
139000,4,65,1,3
185000,2,70,1,6
309000,4,80,1,0
370000,3,105,2,1
518000,5,141,2,50
339000,3,90,1,2
179000,3,82,2,1
229000,3,90,1,0
349000,4,110,2,2
280000,3,144,2,50
150000,2,60,1,1
720000,6,185,2,2
169000,3,75,1,2
660000,5,129,2,1
590000,5,194,3,0
255000,4,97,1,3
365000,3,80,1,2
285000,2,60,1,2
359000,5,85,2,6
159000,2,80,1,0
220000,3,110,2,1
365000,4,120,2,2
230000,2,88,1,50
685000,6,210,3,1
359000,3,90,2,1
198000,3,88,1,1
360000,4,130,2,50
535000,6,180,3,2
299000,3,107,1,2
150000,1,45,1,6
295000,3,85,1,0.5
458000,5,150,2,5
145000,3,70,1,3
190000,2,70,1,1
470000,4,170,3,1
890000,5,165,2,3
99000,2,45,1,50
445000,4,90,1,7
210000,5,75,2,3
249000,4,128,2,3
235000,4,108,2,2
299000,3,100,1,4
150000,1,30,1,-1
1290000,6,185,2,50
530000,4,220,4,50
1390000,5,245,3,50
485000,5,115,2,2
390000,3,90,2,7
97000,2,38,1,-1
289000,3,80,1,4
340000,2,63,1,2
155000,3,80,1,1
185000,3,66,1,0.5
485000,5,140,2,3
320000,2,60,1,0
145000,1,40,1,0.5
249000,4,100,1,3
530000,5,150,2,4
209000,3,84,2,6
380000,3,80,2,50
169000,3,65,2,0.5
210000,3,75,1,0.5
195000,3,94,1,50
159000,3,54,1,2
239000,3,100,1,3
295000,4,120,1,1
358000,4,120,2,50
459000,5,140,2,0
165000,2,61,1,2
259000,3,84,2,6
280000,3,115,2,1
340000,3,100,1,4
945000,3,129,2,50
520000,5,140,2,2
305000,4,120,2,4
1580000,6,250,4,50
115000,2,45,1,0
650000,3,120,2,3
279000,3,90,2,0
265000,4,120,1,5
114000,2,44,1,0
218000,3,85,2,2
420000,3,139,2,0
1350000,6,179,3,1
990000,6,183,4,4
400000,3,105,1,1
170000,2,55,1,3
359000,3,113,2,2
240000,4,105,2,3
149000,1,45,1,1
369000,4,130,2,2
498000,3,92,2,5
650000,4,120,2,3
1040000,5,180,4,5
515000,6,230,3,5
1490000,6,315,3,2
268000,3,85,2,4
290000,3,101,2,2
99000,2,40,1,0
155000,3,90,1,1
299000,4,110,2,1
255000,3,100,1,2
198000,2,57,1,0
199000,2,70,1,0
490000,3,120,2,50
259000,2,54,1,2
690000,6,175,2,4
159000,3,80,2,1
299000,3,85,2,1
448000,4,130,2,3
65000,2,50,1,5
1380000,3,200,3,3
1100000,6,250,4,2
599000,4,152,2,6
139000,1,38,1,3
139000,3,74,1,2
290000,3,103,2,6
345000,4,115,2,0
230000,4,145,1,3
254000,3,81,1,1
150000,4,60,1,0
259000,3,80,1,4
270000,4,90,2,3
209000,2,60,1,1
990000,6,223,3,4
270000,3,70,1,0
239000,3,64,1,1
215000,3,62,1,1
250000,2,70,1,3
390000,3,85,1,4
740000,6,170,2,2
145000,3,75,1,3
339000,3,75,2,2
349000,3,91,2,2
460000,3,119,2,3
339000,4,116,2,2
310000,3,100,1,2
98000,2,67,1,0
270000,3,85,2,4
315000,3,95,1,2
790000,4,140,2,3
230000,4,110,1,5
155000,3,78,1,3
189000,3,93,2,0.5
119000,2,40,1,1
229000,2,82,1,3
310000,4,98,1,1
259000,4,130,2,3
750000,6,165,2,1
239000,2,70,1,0
253000,3,95,2,1
450000,4,100,2,4
185000,3,75,2,50
209000,3,90,1,3
165000,3,95,1,2
499000,5,127,2,0
168000,2,75,1,5
197000,2,75,1,6
105000,2,60,1,0.5
129000,1,45,1,0
139000,2,65,2,0
199000,3,79,1,3
235000,2,60,1,0
340000,2,95,1,2
359000,5,140,2,1
155000,2,55,1,-1
550000,4,110,1,50
385000,4,110,3,7
135000,3,60,2,1
315000,4,100,2,50
240000,3,90,2,6
200000,3,85,2,0.5
200000,1,40,1,1
650000,5,150,2,1
495000,5,145,1,2
350000,4,110,2,1
295000,3,80,1,3
375000,2,66,1,8
220000,2,60,1,0.5
515000,3,100,1,4
180000,2,50,1,0
265000,2,60,1,1
109000,2,45,1,1
209000,3,75,2,2
230000,2,73,1,4
315000,4,129,2,0
150000,3,85,1,1
119000,2,50,1,2
1480000,6,200,3,4
245000,3,74,1,3
160000,2,45,1,2
199000,3,87,1,0
465000,4,133,1,6
150000,2,56,1,0.5
575000,3,100,2,4
160000,2,62,1,2
165000,3,55,1,0.5
249000,4,88,1,1
355000,5,150,2,2
315000,4,130,2,0.5
550000,3,115,2,6
139000,2,52,1,1
1450000,5,220,2,1
390000,3,70,2,2
570000,5,140,2,3
189000,3,85,2,1
570000,4,130,2,7
270000,3,92,2,2
489000,4,120,2,1
369000,4,146,2,2
460000,4,140,2,1
800000,6,254,1,4
270000,2,83,3,1
169000,2,72,1,3
1180000,6,190,2,1
360000,3,84,2,0.5
590000,6,140,3,3
160000,3,70,1,1
199000,4,99,2,2
198000,3,68,1,4
250000,2,72,1,2
200000,3,80,2,1
256000,2,51,1,2
129000,2,50,1,4
113000,2,48,1,1
355000,4,105,2,7
234000,2,65,1,3
295000,3,80,2,0
910000,3,142,2,0
650000,5,165,3,3
165000,2,45,1,2
525000,4,121,2,4
215000,2,59,1,1
280000,3,125,2,1
730000,4,150,2,4
159000,2,63,1,1
139000,4,106,2,2
225000,3,75,1,3
220000,4,90,1,2
209000,3,90,1,1
450000,3,97,1,50
225000,3,80,2,0.5
275000,3,95,1,1
385000,5,143,2,2
219000,3,95,2,1
265000,3,100,1,50
310000,4,75,2,1
220000,3,72,1,-1
2680000,6,440,2,3
549000,5,200,3,4
370000,6,148,2,1
230000,3,110,1,2
220000,3,75,1,2
365000,3,77,1,50
690000,6,161,2,0
452000,3,103,1,4
295000,4,133,2,0
760000,5,165,2,2
460000,2,100,1,0
1441000,5,225,3,3
210000,2,67,1,0
245000,3,75,1,0
730000,6,200,3,6
265000,3,98,2,3
209000,2,50,1,2
380000,4,126,2,2
269000,4,124,2,3
495000,4,110,2,4
545000,3,100,2,3
359000,2,95,1,2
715000,4,180,2,50
86000,2,49,1,2
150000,2,58,1,2
165000,3,100,2,4
280000,4,124,2,0
580000,5,100,2,4
950000,6,190,3,2
169000,2,60,1,5
350000,4,120,2,4
194000,3,75,1,0.5
429000,3,114,2,4
249000,3,75,1,2
290000,3,112,2,4
175000,3,70,1,2
275000,3,84,1,8
770000,3,80,2,3
320000,2,72,1,3
210000,3,70,1,1
349000,3,110,1,7
175000,2,60,1,3
95000,1,21,1,2
219000,2,53,1,2
275000,3,85,2,1
2350000,6,330,4,3
139000,3,90,1,2
209000,2,84,1,50
2300000,6,230,3,4
215000,3,99,1,50
159000,3,63,1,1
270000,3,82,1,2
680000,4,155,4,2
240000,2,43,1,1
69000,1,35,1,50
385000,3,100,1,7
340000,4,140,2,3
59000,1,14,1,0
415000,5,157,2,1
300000,3,68,1,0
368000,3,84,2,2
550000,5,160,2,4
169000,4,98,1,0.5
195000,3,99,1,3
255000,2,64,1,7
310000,3,80,2,4
195000,2,62,1,6
595000,4,100,2,5
260000,3,95,2,1
250000,3,95,1,5
495000,5,113,2,5
170000,2,74,1,3
520000,4,140,2,0
570000,4,130,2,1
235000,3,85,2,4
475000,5,153,2,5
159000,3,75,1,1
245000,3,95,1,3
249000,3,75,1,3
175000,2,60,1,1
350000,4,95,2,7
335000,3,95,2,3
680000,6,160,3,1
445000,3,105,2,2
240000,3,75,2,4
150000,2,40,1,3
290000,3,96,1,4
240000,2,75,2,1
165000,2,50,1,2
130000,2,40,1,2
930000,5,165,2,0
205000,2,60,1,1
740000,6,155,2,3
830000,5,135,3,5
250000,4,130,1,3
110000,2,57,1,3
139000,3,90,2,1
230000,2,70,1,0
690000,4,140,2,2
149000,2,61,1,0
179000,3,60,1,0
298000,3,85,2,2
313000,3,85,2,2
179000,2,50,1,0
159000,2,102,2,2
385000,4,125,2,6
298000,3,100,2,50
270000,2,64,1,1
165000,4,99,1,1
118000,2,58,1,0
1400000,6,261,3,2
1400000,6,261,3,2
215000,3,82,2,2
260000,2,65,1,1
345000,6,140,2,0
225000,2,55,1,3
265000,4,100,2,2
329000,2,55,1,3
179000,2,75,1,3
225000,2,55,1,1
445000,5,166,3,0
245000,1,47,1,10
145000,2,50,1,0
690000,5,176,2,4
298000,3,70,1,3
175000,1,40,1,0
275000,3,106,2,2
485000,6,165,3,0
300000,3,80,2,7
270000,4,95,2,7
259000,4,105,1,2
312000,3,80,2,1
360000,3,125,1,3
325000,3,106,1,5
275000,3,88,2,2
539000,4,125,2,3
620000,3,80,1,3
199000,2,65,1,0
530000,4,125,1,0.5
300000,3,90,1,1
199000,2,80,1,2
230000,3,80,1,5
405000,4,150,2,4
249000,4,90,1,1
228000,3,110,2,2
830000,5,162,2,1
515000,4,125,1,50
360000,2,50,1,2
435000,3,120,2,2
255000,4,100,2,3
670000,4,110,2,2
259000,3,110,2,1
360000,3,82,2,1
1250000,3,135,2,3
599000,5,150,2,4
210000,3,80,1,2
309000,3,86,2,1
140000,3,50,1,3
240000,3,80,1,1
410000,3,85,1,2
585000,6,156,2,3
585000,4,125,2,2
395000,3,120,2,1
295000,3,80,2,6
220000,3,95,2,1
269000,3,93,1,1
315000,3,115,2,4
374000,3,72,1,3
169000,3,60,1,1
315000,4,132,2,50
99000,1,41,1,3
235000,3,80,1,4
340000,3,80,1,4
559000,5,140,2,2
169000,3,95,2,1
1290000,5,173,3,3
169000,2,74,1,1
278000,3,80,1,5
375000,3,98,1,0.5
340000,3,160,2,0
395000,4,120,2,3
349000,4,115,2,4
460000,4,131,2,1
275000,4,160,3,0
85000,2,45,1,0
380000,3,94,1,4
379000,4,100,1,4
155000,3,72,1,1
290000,3,104,2,0
219000,3,115,2,2
240000,2,75,1,50
128000,2,58,1,4
119000,2,69,1,1
249000,3,60,1,50
620000,5,160,2,1
79000,1,35,1,1
149000,2,83,1,0
595000,3,130,2,6
143000,2,40,1,1
265000,3,73,1,1
229000,3,72,1,2
450000,6,151,2,7
155000,4,90,1,0.5
369000,4,114,2,0
499000,3,129,2,0
430000,4,132,2,5
119000,2,45,1,0
189000,3,75,1,0
690000,5,155,2,4
450000,3,120,2,4
390000,4,124,2,1
239000,4,90,1,3
730000,5,145,1,3
280000,2,63,1,2
144000,2,60,1,2
230000,2,60,1,1
305000,3,100,2,3
289000,3,89,1,1
125000,2,49,1,3
239000,3,85,2,4
490000,3,105,1,50
320000,3,83,1,0.5
1070000,6,240,3,5
1300000,3,112,1,4
645000,6,150,2,2
165000,3,70,1,6
520000,3,100,2,1
179000,3,90,2,1
380000,4,136,2,0
262000,3,94,2,0
270000,3,100,2,3
490000,5,115,2,1
519000,5,140,2,2
398000,5,151,3,0
330000,3,60,1,0
139000,3,85,1,1
185000,3,73,1,2
529000,5,190,3,0
290000,3,115,3,5
183000,2,65,1,4
185000,3,80,1,2
270000,3,75,1,6
360000,3,95,2,1
385000,2,63,1,2
195000,3,90,2,1
410000,4,110,2,4
377000,3,102,2,1
260000,3,52,1,5
320000,2,100,2,0
520000,6,140,2,1
438000,3,115,2,6
229000,3,88,2,0.5
260000,2,55,1,1
250000,3,80,1,3
350000,4,100,2,1
229000,3,82,2,1
599000,4,175,2,4
255000,2,70,1,3
385000,2,56,1,4
99000,1,30,1,0
850000,6,230,3,3
259000,3,100,1,3
800000,6,205,3,5
465000,4,120,2,3
310000,2,68,1,2
390000,5,115,2,0.5
235000,3,105,1,5
280000,3,107,1,1
670000,6,194,2,2
169000,3,80,1,2
980000,5,164,3,3
510000,4,102,2,8
330000,4,115,2,3
680000,4,120,2,4
135000,2,50,1,0
199000,1,55,1,0.5
295000,2,70,1,0
125000,1,50,1,0
190000,2,85,2,1
649000,3,115,2,50
129000,2,60,1,2
289000,4,130,2,3
160000,1,41,1,0.5
179000,3,110,2,1
810000,4,130,1,3
399000,6,165,3,1
245000,3,85,2,0
418000,3,108,2,0.5
200000,1,37,1,2
510000,5,147,2,0
300000,2,52,1,3
249000,3,70,1,0.5
660000,4,140,2,3
580000,4,155,3,4
780000,5,140,3,1
189000,3,85,2,0.5
350000,3,86,2,2
330000,3,87,2,0.5
330000,6,157,2,2
395000,3,100,2,2
299000,5,75,2,0
360000,3,90,2,1
480000,3,125,2,2
470000,2,50,1,3
295000,3,58,1,2
395000,5,120,2,4
350000,3,91,2,2
210000,3,90,1,1
240000,3,110,1,2
299000,3,105,1,5
420000,6,165,3,0
179000,2,76,1,-1
295000,2,65,1,2
350000,3,136,2,1
150000,3,80,1,0.5
235000,2,55,1,1
540000,4,180,2,1
450000,4,140,2,3
135000,3,100,1,1
118000,2,53,1,3
135000,3,71,2,2
230000,4,110,1,1
440000,4,145,2,2
200000,2,56,1,0
212000,2,71,1,8
290000,3,90,2,1
365000,3,84,1,0
490000,3,80,2,2
279000,4,132,1,5
229000,3,120,2,1
545000,4,147,2,5
174000,4,100,2,3
210000,3,98,2,0
449000,3,70,1,3
730000,4,127,2,1
199000,4,80,1,2
310000,4,140,2,50
189000,3,105,2,4
150000,2,70,1,5
260000,2,66,1,2
270000,3,85,2,3
335000,4,152,2,1
595000,4,120,2,4
205000,3,80,1,3
225000,3,87,1,50
950000,2,50,2,3
210000,3,95,1,7
195000,4,100,1,2
430000,6,156,2,1
360000,3,75,1,2
270000,1,25,1,0
98000,1,50,1,0
480000,3,110,1,0.5
500000,4,160,2,2
239000,2,60,1,1
290000,2,75,1,5
170000,2,40,1,1
1250000,6,230,3,6
350000,5,90,1,5
365000,4,98,2,0
345000,3,102,2,0.5
345000,3,86,2,2
515000,3,130,2,7
310000,3,83,2,1
325000,3,84,2,1
345000,3,81,2,2
860000,5,182,2,5
325000,3,84,2,1
370000,4,91,2,2
260000,2,96,1,5
219000,3,96,1,5
210000,1,37,1,3
590000,5,175,2,50
290000,4,100,2,0
135000,2,65,1,3
89000,2,45,1,-1
119000,2,54,1,-1
298000,3,112,2,0
340000,3,82,1,0
500000,4,125,2,2
350000,3,70,1,0
228000,3,90,1,2
470000,4,115,1,4
720000,4,120,1,1
290000,2,57,1,1
125000,1,45,1,2
460000,3,130,2,1
225000,2,60,1,3
165000,3,70,1,2
179000,2,77,1,0
1500000,4,170,3,3
335000,3,100,1,2
265000,2,122,2,1
160000,5,110,1,1
255000,3,80,1,50
308000,3,75,1,5
305000,1,85,2,3
225000,4,100,2,0
445000,5,147,2,1
280000,3,75,1,0
490000,3,120,2,5
650000,5,135,2,3
359000,3,120,2,3
169000,3,85,1,1
369000,5,180,3,50
169000,3,80,2,50
309000,3,105,1,4
450000,4,110,2,0.5
195000,2,59,1,1
390000,2,80,1,2
429000,1,75,1,3
145000,3,75,1,1
280000,2,39,1,1
539000,4,105,2,3
315000,3,94,1,0
165000,2,63,1,1
185000,3,70,2,1
124000,2,55,1,1
730000,5,178,2,1
299000,3,75,1,4
325000,3,90,1,1
125000,2,65,2,0
259000,3,90,1,1
384000,3,100,2,3
170000,4,128,1,3
169000,3,70,1,4
95000,2,30,1,0
199000,2,70,1,3
269000,3,90,2,0
145000,2,60,1,2
390000,4,125,2,1
320000,5,115,2,1
740000,6,145,3,0
448000,4,112,1,7
99000,3,80,1,0
2590000,5,408,4,50
162000,2,65,1,3
2100000,5,260,3,3
595000,5,135,2,4
185000,2,65,1,3
550000,5,160,2,2
145000,2,66,1,0
155000,2,55,1,0
136000,2,51,1,3
599000,5,170,2,4
499000,4,130,2,0
95000,2,45,1,0
1380000,6,200,3,3
610000,3,120,1,0.5
530000,6,160,2,6
675000,6,155,2,4
595000,5,155,2,2
314000,5,95,1,1
490000,6,135,2,1
1250000,6,280,4,4
530000,4,135,2,1
380000,3,90,1,2
95000,2,50,1,1
730000,6,170,3,4
1200000,6,147,3,2
189000,3,80,1,2
95000,2,50,1,1
350000,3,95,2,1
960000,5,200,3,1
185000,2,75,1,1
169000,1,57,1,0
150000,2,71,1,3
249000,3,96,2,7
350000,3,94,2,2
500000,3,105,2,1
262000,2,60,1,1
129000,3,80,1,0
115000,2,42,1,0
586000,4,124,2,2
85000,2,42,1,-1
292000,2,66,1,1
199000,3,71,1,1
250000,2,55,1,-1
1370000,5,286,4,50
410000,4,112,2,3
89000,1,25,1,0
464000,4,106,2,1
233000,2,52,1,1
410000,3,92,2,3
115000,2,50,1,1
662000,4,159,3,50
491000,4,112,2,0
100000,1,45,1,2
400000,3,91,2,1
695000,4,131,2,4
98000,2,45,1,0
840000,6,230,4,3
1400000,3,177,2,3
249000,2,102,1,50
245000,3,100,2,1
179000,3,110,2,0
850000,6,170,3,50
155000,2,58,1,1
269000,3,110,2,1
375000,4,130,2,1
225000,3,70,2,0
339000,3,95,2,1
209000,3,70,1,3
549000,4,165,2,1
312000,3,86,2,50
399000,4,111,2,6
149000,4,90,2,3
229000,2,72,1,0
169000,3,90,2,0
129000,3,100,1,2
129000,3,90,1,1
115000,2,60,1,0
99000,3,70,1,0
95000,2,60,1,0
95000,2,60,1,0
129000,3,85,2,1
105000,2,50,1,1
119000,3,80,2,1
129000,4,110,1,1
119000,2,75,1,0
198000,3,70,1,1
240000,5,121,2,2
205000,3,71,2,1
225000,3,79,2,0
260000,3,77,2,0
189000,3,66,1,1
265000,3,81,1,6
259000,3,97,1,2
280000,2,75,1,6
370000,6,138,1,-1
270000,4,112,1,3
455000,4,130,4,4
250000,4,140,3,1
695000,4,160,4,4
440000,5,145,2,2
780000,3,69,1,3
50000,2,20,1,50
399000,3,98,2,3
169000,2,65,1,3
139000,2,45,1,1
159000,2,82,1,1
550000,5,140,2,4
117000,2,50,1,0
825000,6,185,3,2
850000,5,145,2,2
210000,3,75,1,3
980000,5,200,3,1
2430000,6,230,3,50
199000,3,120,1,50
1170000,6,300,3,1
690000,3,110,1,5
1199000,5,220,3,1
2000000,6,210,2,1
297000,2,62,1,4
199000,3,90,1,50
145000,3,75,1,1
330000,5,118,2,1
595000,2,75,1,3
1400000,6,335,4,5
220000,3,85,1,6
1590000,5,180,2,2
249000,3,130,1,50
125000,3,75,1,7
415000,6,114,2,2
570000,5,160,2,2
410000,4,120,1,4
169000,2,45,1,2
480000,6,150,2,1
460000,3,100,1,0
280000,3,110,1,1
279000,6,90,1,-1
420000,3,100,2,3
399000,4,90,2,2
530000,3,135,2,6
299000,4,130,2,4
140000,2,60,1,-1
265000,2,55,1,1
329000,3,120,1,1
480000,6,130,2,1
1980000,6,270,4,3
449000,3,110,2,4
459000,5,130,2,4
159000,3,85,1,0
580000,2,110,1,1
1250000,6,154,2,1
220000,2,74,1,2
650000,3,110,1,50
689000,5,135,4,3
980000,5,163,3,3
950000,4,220,2,50
399000,4,90,1,-1
395000,6,160,2,8
300000,3,105,2,2
650000,3,110,2,3
450000,3,120,2,0
520000,5,160,3,2
550000,4,119,2,5
220000,5,105,2,1
179000,3,75,1,1
790000,6,165,2,4
850000,6,178,3,5
135000,3,70,1,2
299000,4,120,2,2
350000,3,90,1,3
199000,3,130,1,50
230000,3,66,1,6
2300000,6,250,4,1
219000,4,109,1,4
115000,3,100,1,0
2980000,5,220,3,1
340000,3,96,1,4
299000,4,130,2,0.5
649000,5,142,2,1
259000,4,103,2,1
395000,4,105,2,2
229000,3,80,2,3
449000,3,150,1,0
495000,2,68,1,0
249000,3,120,1,2
299000,3,120,2,1
390000,5,139,2,5
239000,3,90,2,1
1490000,6,300,3,2
499000,4,170,2,3
265000,2,65,1,2
179000,3,75,1,1
310000,2,59,1,2
479000,5,120,2,3
318000,4,100,2,2
218000,3,100,1,1
300000,5,115,2,1
238000,2,40,1,7
950000,6,187,3,2
205000,3,50,1,-1
790000,5,135,2,1
590000,3,130,2,50
310000,5,130,1,1
305000,2,85,2,50
315000,2,80,1,0
1450000,6,360,3,0
1380000,6,230,3,1
625000,6,155,3,50
499000,4,170,2,2
279000,5,150,2,1
229000,2,50,1,0
665000,6,145,2,3
570000,4,126,2,5
199000,4,90,1,1
1200000,6,312,3,1
319000,3,65,1,0
360000,4,115,2,50
435000,5,156,2,0
679000,5,195,3,2
205000,2,90,2,1
1950000,6,264,3,3
365000,3,104,2,3
580000,4,105,2,3
420000,3,103,1,1
1000000,3,104,2,2
299000,3,105,2,2
249000,3,85,1,1
465000,4,110,1,2
645000,4,139,2,4
230000,3,120,1,3
125000,3,50,1,0
199000,3,85,1,3
425000,5,135,3,1
1900000,6,256,2,5
298000,2,62,1,1
144000,2,55,1,0
900000,4,80,1,3
520000,2,70,1,1
390000,2,43,1,1
399000,4,142,1,3
589000,4,120,2,1
145000,2,67,1,0.5
445000,5,130,2,0
840000,5,150,2,4
595000,5,165,4,1
400000,4,102,1,3
180000,3,105,1,3
1150000,6,220,2,0.5
199000,3,75,1,0
320000,2,94,1,2
2800000,6,250,3,4
219000,3,90,1,0.5
350000,3,60,1,0
520000,4,133,3,1
265000,3,90,1,2
1195000,6,190,3,2
2750000,6,720,4,0
890000,5,205,2,3
360000,2,70,1,5
189000,3,70,1,0.5
135000,2,51,1,0
720000,4,140,2,6
730000,3,115,2,4
215000,2,60,1,5
549000,6,170,3,0
425000,6,178,2,1
450000,4,145,2,0
125000,2,64,1,2
129000,2,63,1,1
350000,4,146,2,1
200000,3,105,1,0.5
169000,3,70,1,0
210000,4,108,1,3
440000,4,110,2,1
340000,2,67,1,1
780000,3,80,1,2
980000,6,228,3,2
590000,4,175,2,2
337000,4,150,2,1
469000,3,120,2,1
265000,3,75,1,50
220000,3,100,1,3
200000,2,75,1,2
379000,5,145,2,5
420000,3,86,2,1
439000,4,140,2,3
320000,4,90,1,2
459000,4,126,1,1
90000,3,55,1,3
465000,3,100,2,3
109000,1,35,1,0.5
1090000,6,238,4,2
380000,3,77,1,1
250000,4,100,1,2
550000,5,165,3,1
690000,5,183,2,1
498000,4,182,2,0
780000,6,218,3,2
229000,3,95,1,4
149000,3,75,1,1
750000,4,120,2,50
335000,3,65,1,0
490000,5,194,2,1
450000,3,82,1,2
430000,5,90,1,8
840000,5,160,3,5
570000,5,177,3,1
290000,4,80,1,1
250000,4,85,2,1
229000,3,80,1,0
156000,1,43,1,50
430000,3,114,2,2
379000,3,85,2,1
107000,2,45,1,2
89000,1,38,1,4
210000,3,107,1,2
449000,4,123,2,50
275000,3,66,2,2
189000,4,130,1,4
1150000,4,116,2,4
115000,2,51,1,0
315000,4,124,2,1
398000,4,110,2,50
152000,3,70,1,3
630000,5,151,2,2
925000,6,209,2,3
3950000,6,348,4,3
510000,5,156,2,5
499000,3,165,2,50
490000,6,137,2,2
415000,4,110,2,5
250000,3,87,1,0.5
389000,5,115,2,50
189000,4,90,2,1
239000,3,80,1,1
230000,3,75,2,1
339000,3,88,1,8
225000,2,56,1,2
460000,4,110,2,1
325000,3,92,2,1
340000,3,100,1,0
650000,5,156,2,0
350000,4,130,2,2
179000,4,140,1,0.5
199000,3,80,1,2
1150000,4,116,2,4
108000,2,40,1,4
140000,3,70,1,1
149000,3,55,1,2
169000,3,60,1,1
139000,2,50,1,3
129000,2,50,1,1
115000,2,55,1,0
210000,3,85,2,2
155000,2,50,1,1
115000,2,40,1,3
230000,3,80,1,5
155000,3,100,1,-1
350000,3,113,2,1
159000,2,53,1,0
289000,4,125,2,1
718000,5,147,3,3
205000,2,45,1,1
220000,2,66,1,5
237000,3,76,2,2
215000,2,62,1,2
430000,4,120,2,1
359000,3,95,2,3
445000,4,125,2,5
225000,4,100,2,2
295000,3,90,1,4
219000,2,75,1,1
65000,1,40,1,2
229000,4,115,2,2
149000,1,45,1,50
130000,1,43,1,4
239000,3,60,1,0
1100000,4,151,3,4
270000,2,74,1,8
495000,5,110,1,2
149000,3,70,1,2
275000,2,75,1,50
480000,4,140,2,4
260000,4,140,2,2
239000,2,44,1,5
299000,3,100,2,4
370000,4,117,1,0
630000,6,195,2,0
1390000,2,60,1,1
183000,2,54,1,0
1650000,6,250,4,1
369000,4,130,2,6
460000,6,170,2,0
628000,4,103,2,5
460000,3,80,1,3
420000,4,154,3,3
960000,6,240,3,1
650000,4,150,2,0
320000,4,115,2,1
495000,3,120,1,50
210000,3,65,1,1
790000,4,151,2,4
475000,6,150,2,3
498000,5,120,4,2
485000,3,80,2,50
1050000,6,180,4,50
2200000,6,435,4,4
395000,3,90,2,0
200000,3,65,1,3
190000,3,91,1,1
299000,4,139,2,3
279000,2,65,1,1
460000,5,160,2,2
179000,2,61,1,0.5
750000,5,150,1,3
275000,3,88,1,50
299000,3,115,1,50
1300000,6,312,4,1
198000,2,62,1,0.5
199000,3,104,2,1
